table_schema,table_name,column_name,ordinal_position,default_value,nullable,data_type,max_char_length,auto_increment,column_key
test_ef_db,task226.0,idx,1.0,,False,int,,False,
test_ef_db,task227.0,idx,1.0,,False,int,,False,
test_ef_db,task228.0,idx,1.0,,False,int,,False,
test_ef_db,task229.0,idx,1.0,,False,int,,False,
test_ef_db,task230.0,idx,1.0,,False,int,,False,
test_ef_db,task231.0,idx,1.0,,False,int,,False,
test_ef_db,task232.0,idx,1.0,,False,int,,False,
test_ef_db,task233.0,idx,1.0,,False,int,,False,
test_ef_db,task234.0,idx,1.0,,False,int,,False,
test_ef_db,task235.0,idx,1.0,,False,int,,False,
test_ef_db,task236.0,idx,1.0,,False,int,,False,
test_ef_db,task237.0,idx,1.0,,False,int,,False,
test_ef_db,task238.0,idx,1.0,,False,int,,False,
test_ef_db,task239.0,idx,1.0,,False,int,,False,
test_ef_db,task240.0,idx,1.0,,False,int,,False,
test_ef_db,task241.0,idx,1.0,,False,int,,False,
test_ef_db,task242.0,idx,1.0,,False,int,,False,
test_ef_db,task243.0,idx,1.0,,False,int,,False,
test_ef_db,task244.0,idx,1.0,,False,int,,False,
test_ef_db,task245.0,idx,1.0,,False,int,,False,
test_ef_db,task246.0,idx,1.0,,False,int,,False,
test_ef_db,task247.0,idx,1.0,,False,int,,False,
test_ef_db,task248.0,idx,1.0,,False,int,,False,
test_ef_db,task249.0,idx,1.0,,False,int,,False,
test_ef_db,task250.0,idx,1.0,,False,int,,False,
test_ef_db,task251.0,idx,1.0,,False,int,,False,
test_ef_db,task252.0,idx,1.0,,False,int,,False,
test_ef_db,task253.0,idx,1.0,,False,int,,False,
test_ef_db,task254.0,idx,1.0,,False,int,,False,
test_ef_db,task255.0,idx,1.0,,False,int,,False,
test_ef_db,task256.0,idx,1.0,,False,int,,False,
test_ef_db,task257.0,idx,1.0,,False,int,,False,
test_ef_db,task258.0,idx,1.0,,False,int,,False,
test_ef_db,task259.0,idx,1.0,,False,int,,False,
test_ef_db,task260.0,idx,1.0,,False,int,,False,
test_ef_db,task261.0,idx,1.0,,False,int,,False,
test_ef_db,task262.0,idx,1.0,,False,int,,False,
test_ef_db,task263.0,idx,1.0,,False,int,,False,
test_ef_db,task264.0,idx,1.0,,False,int,,False,
test_ef_db,task265.0,idx,1.0,,False,int,,False,
test_ef_db,task266.0,idx,1.0,,False,int,,False,
test_ef_db,task267.0,idx,1.0,,False,int,,False,
test_ef_db,task268.0,idx,1.0,,False,int,,False,
test_ef_db,task269.0,idx,1.0,,False,int,,False,
test_ef_db,task270.0,idx,1.0,,False,int,,False,
test_ef_db,task271.0,idx,1.0,,False,int,,False,
test_ef_db,task272.0,idx,1.0,,False,int,,False,
test_ef_db,task273.0,idx,1.0,,False,int,,False,
test_ef_db,task274.0,idx,1.0,,False,int,,False,
test_ef_db,task275.0,idx,1.0,,False,int,,False,
test_ef_db,task276.0,idx,1.0,,False,int,,False,
test_ef_db,task277.0,idx,1.0,,False,int,,False,
test_ef_db,task278.0,idx,1.0,,False,int,,False,
test_ef_db,task279.0,idx,1.0,,False,int,,False,
test_ef_db,task280.0,idx,1.0,,False,int,,False,
test_ef_db,task281.0,idx,1.0,,False,int,,False,
test_ef_db,task282.0,idx,1.0,,False,int,,False,
test_ef_db,task283.0,idx,1.0,,False,int,,False,
test_ef_db,task284.0,idx,1.0,,False,int,,False,
test_ef_db,task285.0,idx,1.0,,False,int,,False,
test_ef_db,task286.0,idx,1.0,,False,int,,False,
test_ef_db,task287.0,idx,1.0,,False,int,,False,
test_ef_db,task288.0,idx,1.0,,False,int,,False,
test_ef_db,task289.0,idx,1.0,,False,int,,False,
test_ef_db,task290.0,idx,1.0,,False,int,,False,
test_ef_db,task291.0,idx,1.0,,False,int,,False,
test_ef_db,task292.0,idx,1.0,,False,int,,False,
test_ef_db,task293.0,idx,1.0,,False,int,,False,
test_ef_db,task294.0,idx,1.0,,False,int,,False,
test_ef_db,task295.0,idx,1.0,,False,int,,False,
test_ef_db,task296.0,idx,1.0,,False,int,,False,
test_ef_db,task297.0,idx,1.0,,False,int,,False,
test_ef_db,task298.0,idx,1.0,,False,int,,False,
test_ef_db,task299.0,idx,1.0,,False,int,,False,
test_ef_db,task300.0,idx,1.0,,False,int,,False,
test_ef_db,task301.0,idx,1.0,,False,int,,False,
test_ef_db,task302.0,idx,1.0,,False,int,,False,
test_ef_db,task303.0,idx,1.0,,False,int,,False,
test_ef_db,task304.0,idx,1.0,,False,int,,False,
test_ef_db,task305.0,idx,1.0,,False,int,,False,
test_ef_db,task306.0,idx,1.0,,False,int,,False,
test_ef_db,task307.0,idx,1.0,,False,int,,False,
test_ef_db,task308.0,idx,1.0,,False,int,,False,
test_ef_db,task309.0,idx,1.0,,False,int,,False,
test_ef_db,task310.0,idx,1.0,,False,int,,False,
test_ef_db,task311.0,idx,1.0,,False,int,,False,
test_ef_db,task312.0,idx,1.0,,False,int,,False,
test_ef_db,task313.0,idx,1.0,,False,int,,False,
test_ef_db,task314.0,idx,1.0,,False,int,,False,
test_ef_db,task315.0,idx,1.0,,False,int,,False,
test_ef_db,task316.0,idx,1.0,,False,int,,False,
test_ef_db,task317.0,idx,1.0,,False,int,,False,
test_ef_db,task318.0,idx,1.0,,False,int,,False,
test_ef_db,task319.0,idx,1.0,,False,int,,False,
test_ef_db,task320.0,idx,1.0,,False,int,,False,
test_ef_db,task321.0,idx,1.0,,False,int,,False,
test_ef_db,task322.0,idx,1.0,,False,int,,False,
test_ef_db,task323.0,idx,1.0,,False,int,,False,
test_ef_db,task324.0,idx,1.0,,False,int,,False,
test_ef_db,task325.0,idx,1.0,,False,int,,False,
test_ef_db,task326.0,idx,1.0,,False,int,,False,
test_ef_db,task327.0,idx,1.0,,False,int,,False,
test_ef_db,task328.0,idx,1.0,,False,int,,False,
test_ef_db,task329.0,idx,1.0,,False,int,,False,
test_ef_db,task330.0,idx,1.0,,False,int,,False,
test_ef_db,task331.0,idx,1.0,,False,int,,False,
test_ef_db,task332.0,idx,1.0,,False,int,,False,
test_ef_db,task333.0,idx,1.0,,False,int,,False,
test_ef_db,task334.0,idx,1.0,,False,int,,False,
test_ef_db,task335.0,idx,1.0,,False,int,,False,
test_ef_db,task336.0,idx,1.0,,False,int,,False,
test_ef_db,task337.0,idx,1.0,,False,int,,False,
test_ef_db,task338.0,idx,1.0,,False,int,,False,
test_ef_db,task339.0,idx,1.0,,False,int,,False,
test_ef_db,task340.0,idx,1.0,,False,int,,False,
test_ef_db,task341.0,idx,1.0,,False,int,,False,
test_ef_db,task342.0,idx,1.0,,False,int,,False,
test_ef_db,task343.0,idx,1.0,,False,int,,False,
test_ef_db,task344.0,idx,1.0,,False,int,,False,
test_ef_db,task345.0,idx,1.0,,False,int,,False,
test_ef_db,task346.0,idx,1.0,,False,int,,False,
test_ef_db,task347.0,idx,1.0,,False,int,,False,
test_ef_db,task348.0,idx,1.0,,False,int,,False,
test_ef_db,task349.0,idx,1.0,,False,int,,False,
test_ef_db,task350.0,idx,1.0,,False,int,,False,
test_ef_db,task351.0,idx,1.0,,False,int,,False,
test_ef_db,task352.0,idx,1.0,,False,int,,False,
test_ef_db,task353.0,idx,1.0,,False,int,,False,
test_ef_db,task354.0,idx,1.0,,False,int,,False,
test_ef_db,task355.0,idx,1.0,,False,int,,False,
test_ef_db,task356.0,idx,1.0,,False,int,,False,
test_ef_db,task357.0,idx,1.0,,False,int,,False,
test_ef_db,task358.0,idx,1.0,,False,int,,False,
test_ef_db,task359.0,idx,1.0,,False,int,,False,
test_ef_db,task360.0,idx,1.0,,False,int,,False,
test_ef_db,task361.0,idx,1.0,,False,int,,False,
test_ef_db,task362.0,idx,1.0,,False,int,,False,
test_ef_db,task363.0,idx,1.0,,False,int,,False,
test_ef_db,task364.0,idx,1.0,,False,int,,False,
test_ef_db,task365.0,idx,1.0,,False,int,,False,
test_ef_db,task366.0,idx,1.0,,False,int,,False,
test_ef_db,task367.0,idx,1.0,,False,int,,False,
test_ef_db,task368.0,idx,1.0,,False,int,,False,
test_ef_db,task369.0,idx,1.0,,False,int,,False,
test_ef_db,task370.0,idx,1.0,,False,int,,False,
test_ef_db,task371.0,idx,1.0,,False,int,,False,
test_ef_db,task372.0,idx,1.0,,False,int,,False,
test_ef_db,task373.0,idx,1.0,,False,int,,False,
test_ef_db,task374.0,idx,1.0,,False,int,,False,
test_ef_db,task375.0,idx,1.0,,False,int,,False,
test_ef_db,task376.0,idx,1.0,,False,int,,False,
test_ef_db,task377.0,idx,1.0,,False,int,,False,
test_ef_db,task378.0,idx,1.0,,False,int,,False,
test_ef_db,task379.0,idx,1.0,,False,int,,False,
test_ef_db,task380.0,idx,1.0,,False,int,,False,
test_ef_db,task381.0,idx,1.0,,False,int,,False,
test_ef_db,task382.0,idx,1.0,,False,int,,False,
test_ef_db,task383.0,idx,1.0,,False,int,,False,
test_ef_db,task384.0,idx,1.0,,False,int,,False,
test_ef_db,task385.0,idx,1.0,,False,int,,False,
test_ef_db,task386.0,idx,1.0,,False,int,,False,
test_ef_db,task387.0,idx,1.0,,False,int,,False,
test_ef_db,task388.0,idx,1.0,,False,int,,False,
test_ef_db,task389.0,idx,1.0,,False,int,,False,
test_ef_db,task390.0,idx,1.0,,False,int,,False,
test_ef_db,task391.0,idx,1.0,,False,int,,False,
test_ef_db,task392.0,idx,1.0,,False,int,,False,
test_ef_db,task393.0,idx,1.0,,False,int,,False,
test_ef_db,task394.0,idx,1.0,,False,int,,False,
test_ef_db,task395.0,idx,1.0,,False,int,,False,
test_ef_db,task396.0,idx,1.0,,False,int,,False,
test_ef_db,task397.0,idx,1.0,,False,int,,False,
test_ef_db,task398.0,idx,1.0,,False,int,,False,
test_ef_db,task399.0,idx,1.0,,False,int,,False,
test_ef_db,task400.0,idx,1.0,,False,int,,False,
test_ef_db,task401.0,idx,1.0,,False,int,,False,
test_ef_db,task402.0,idx,1.0,,False,int,,False,
test_ef_db,task403.0,idx,1.0,,False,int,,False,
test_ef_db,task404.0,idx,1.0,,False,int,,False,
test_ef_db,task405.0,idx,1.0,,False,int,,False,
test_ef_db,task406.0,idx,1.0,,False,int,,False,
test_ef_db,task407.0,idx,1.0,,False,int,,False,
test_ef_db,task408.0,idx,1.0,,False,int,,False,
test_ef_db,task409.0,idx,1.0,,False,int,,False,
test_ef_db,task410.0,idx,1.0,,False,int,,False,
test_ef_db,task411.0,idx,1.0,,False,int,,False,
test_ef_db,task412.0,idx,1.0,,False,int,,False,
test_ef_db,task413.0,idx,1.0,,False,int,,False,
test_ef_db,task414.0,idx,1.0,,False,int,,False,
test_ef_db,task415.0,idx,1.0,,False,int,,False,
test_ef_db,task416.0,idx,1.0,,False,int,,False,
test_ef_db,task417.0,idx,1.0,,False,int,,False,
test_ef_db,task418.0,idx,1.0,,False,int,,False,
test_ef_db,task419.0,idx,1.0,,False,int,,False,
test_ef_db,task420.0,idx,1.0,,False,int,,False,
test_ef_db,task421.0,idx,1.0,,False,int,,False,
test_ef_db,task422.0,idx,1.0,,False,int,,False,
test_ef_db,task423.0,idx,1.0,,False,int,,False,
test_ef_db,task424.0,idx,1.0,,False,int,,False,
test_ef_db,task425.0,idx,1.0,,False,int,,False,
test_ef_db,task426.0,idx,1.0,,False,int,,False,
test_ef_db,task427.0,idx,1.0,,False,int,,False,
test_ef_db,task428.0,idx,1.0,,False,int,,False,
test_ef_db,task429.0,idx,1.0,,False,int,,False,
test_ef_db,task430.0,idx,1.0,,False,int,,False,
test_ef_db,task431.0,idx,1.0,,False,int,,False,
test_ef_db,task432.0,idx,1.0,,False,int,,False,
test_ef_db,task433.0,idx,1.0,,False,int,,False,
test_ef_db,task434.0,idx,1.0,,False,int,,False,
test_ef_db,task435.0,idx,1.0,,False,int,,False,
test_ef_db,task436.0,idx,1.0,,False,int,,False,
test_ef_db,task437.0,idx,1.0,,False,int,,False,
test_ef_db,task438.0,idx,1.0,,False,int,,False,
test_ef_db,task439.0,idx,1.0,,False,int,,False,
test_ef_db,task440.0,idx,1.0,,False,int,,False,
test_ef_db,task441.0,idx,1.0,,False,int,,False,
test_ef_db,task442.0,idx,1.0,,False,int,,False,
test_ef_db,task443.0,idx,1.0,,False,int,,False,
test_ef_db,task444.0,idx,1.0,,False,int,,False,
test_ef_db,task445.0,idx,1.0,,False,int,,False,
test_ef_db,task446.0,idx,1.0,,False,int,,False,
test_ef_db,task447.0,idx,1.0,,False,int,,False,
test_ef_db,task448.0,idx,1.0,,False,int,,False,
test_ef_db,task449.0,idx,1.0,,False,int,,False,
test_ef_db,task450.0,idx,1.0,,False,int,,False,
test_ef_db,task451.0,idx,1.0,,False,int,,False,
test_ef_db,task452.0,idx,1.0,,False,int,,False,
test_ef_db,task453.0,idx,1.0,,False,int,,False,
test_ef_db,task454.0,idx,1.0,,False,int,,False,
test_ef_db,task455.0,idx,1.0,,False,int,,False,
test_ef_db,task456.0,idx,1.0,,False,int,,False,
test_ef_db,task457.0,idx,1.0,,False,int,,False,
test_ef_db,task458.0,idx,1.0,,False,int,,False,
test_ef_db,task459.0,idx,1.0,,False,int,,False,
test_ef_db,task460.0,idx,1.0,,False,int,,False,
test_ef_db,task461.0,idx,1.0,,False,int,,False,
test_ef_db,task462.0,idx,1.0,,False,int,,False,
test_ef_db,task463.0,idx,1.0,,False,int,,False,
test_ef_db,task464.0,idx,1.0,,False,int,,False,
test_ef_db,task465.0,idx,1.0,,False,int,,False,
test_ef_db,task466.0,idx,1.0,,False,int,,False,
test_ef_db,task467.0,idx,1.0,,False,int,,False,
test_ef_db,task468.0,idx,1.0,,False,int,,False,
test_ef_db,task469.0,idx,1.0,,False,int,,False,
test_ef_db,task470.0,idx,1.0,,False,int,,False,
test_ef_db,task471.0,idx,1.0,,False,int,,False,
test_ef_db,task472.0,idx,1.0,,False,int,,False,
test_ef_db,task473.0,idx,1.0,,False,int,,False,
test_ef_db,task474.0,idx,1.0,,False,int,,False,
test_ef_db,task475.0,idx,1.0,,False,int,,False,
test_ef_db,task476.0,idx,1.0,,False,int,,False,
test_ef_db,task477.0,idx,1.0,,False,int,,False,
test_ef_db,task478.0,idx,1.0,,False,int,,False,
test_ef_db,task479.0,idx,1.0,,False,int,,False,
test_ef_db,task480.0,idx,1.0,,False,int,,False,
test_ef_db,task481.0,idx,1.0,,False,int,,False,
test_ef_db,task482.0,idx,1.0,,False,int,,False,
test_ef_db,task483.0,idx,1.0,,False,int,,False,
test_ef_db,task484.0,idx,1.0,,False,int,,False,
test_ef_db,task485.0,idx,1.0,,False,int,,False,
